sentence,words
"Le rogaba: «Me ocuparé de ti, y sólo tendrás que concentrarte en escribir.",rogaba
Es a la vez la cosa más extraordinaria y la peor que puede pasar.,extraordinaria
Bebimos café.,Bebimos
—No preguntes.,preguntes
Todos los periódicos relataban la agresión: el chico estaba en coma.,relataban
—Entonces ¿cómo no pensar que manipuló la investigación?,manipuló
"Se arrepintió de haber llegado hasta Aurora, era impensable que volviera a Goose Cove corriendo.",impensable
"Por su radio patrulla, Pratt gritaba que estaban perdiéndolo.",perdiéndolo
Stefanie Larjinjiak nos decía que se carteaban y que Nola acechaba la llegada del cartero.,carteaban
"Ha hecho mucho por la cultura, es un hombre profundamente bueno.",cultura
"Aparqué delante de la casa y, al bajar del coche vi inmediatamente el trozo de papel encajado en la puerta de entrada.",Aparqué
—¿Qué le pasó a Nola?,pasó
Hubo un largo silencio de incomprensión.,incomprensión
Esto marca el inicio de mi declive: siento que estoy en caída libre.,declive
"Y maldecía el amor; cuando estaba ella, muy cerca, era capaz de convencerse de que no existían sentimientos profundos entre ellos y que debía alejarla de su vida, pero ahora que había estado a punto de perderla, no se imaginaba vivir sin ella.",maldecía
"Así que, esa noche, Stern deja a Luther en Goose Cove y se va a ver a Pratt a la comisaría: espera a que sea tarde, quizás después de las once, cuando la búsqueda se ha suspendido.",suspendido
La guardaba celosamente colgada de una cadena y oculta entre sus senos.,celosamente
Harry había entrado en el Clark’s esa misma mañana y me había propuesto ir juntos a ver los fuegos artificiales a Concord.,fuegos
"Gahalowood, sin dejar de refunfuñar, agarró un mapa de Aurora y sus alrededores y lo extendió sobre una mesa.",refunfuñar
Los tres hombres vieron entonces un coche balanceándose al final del brazo articulado.,balanceándose
Fue el peso de la botella de sirope de arce el que desequilibró la bandeja.,desequilibró
"Cuando Amy Pratt vio a su marido salir de su casa esposado, empezó a dar unos gritos que alertaron a todo el vecindario.",alertaron
Incluso se ha desencadenado un follón más grande de lo que pensaba.,desencadenado
—La de los hombres que son alérgicos a las mujeres.,alérgicos
No había razón para inquietarse.,inquietarse
"Jay Caleb, el padre, le había dado la sorpresa de reservar el salón privado del primer piso; había invitado a todos sus amigos y a algunos conocidos, unas treinta personas en total, incluido Luther.",reservar
"Escribiré yo misma la nota, en una tarjeta blanca.",Escribiré
—¿Liberarla?,Liberarla
¡Practicamos el noble arte del boxeo!,Practicamos
"También he llamado a Felton, he hablado con el director, ese pobre pardillo, que me ha hablado del Formidable con lágrimas en su voz.",pardillo
Su trabajo es una chapuza y en consecuencia no vale nada.,chapuza
"—Oh, deja de lloriquear, Bobbo —dijo molesta Tamara mientras rompía la tarjeta en cuatro—.",lloriquear
Ella se apresuró a encender una cerilla y la tiró al suelo.,cerilla
"Me opuse, evidentemente, le dije que ya bastaba.",opuse
"Debía dar una lección a Luther, una lección que recordaría siempre.",recordaría
—El hecho de que escribiera un libro sobre Nola no prueba que la matara.,matara
Me di cuenta entonces de que en todo el tiempo que nos conocíamos no habíamos hablado nunca de su vida íntima: no había señora de Quebert.,íntima
Nos meteríamos en problemas las dos».,meteríamos
"Pero, para mi gran pesar, no producía nada válido.",producía
—¡Debíamos liberarla! Pensábamos que lo habíamos conseguido.,Debíamos
Imposible despertarla.,despertarla
—Quizás lo confundió con su padre.,confundió
¿Debía advertir a Nola?,advertir
"Es inútil comunicarse con los medios durante ese periodo, como mucho apareceríamos en un suelto al lado de la sección de perros atropellados.",comunicarse
"Y cuando te hable, adopta un aire superior.",adopta
"La casa de los Kellergan se encontraba en el 245 de Terrace Avenue, en el corazón de un bonito barrio residencial.",residencial
—Dicen que también puede añadir escenas de sexo y orgía en forma de fantasía o sueño —añadió Barnaski—.,orgía
si la registramos.,registramos
"Doug, esta historia es completamente delirante.",delirante
Era yo el que conducía… Me detuve y propuse que nos divirtiéramos un poco…,divirtiéramos
"Pobre escritorcillo infeliz, ¿sobre qué vas a escribir?",escritorcillo
"La busqué entre el público durante años, mirando a las chicas de quince años primero, después las de dieciséis, las de veinte, ¡las de veinticinco!",dieciséis
"—¡Harry, querido! —llamó para anunciarse.",anunciarse
Bienvenido al difícil y meticuloso trabajo de la poli.,meticuloso
"—Piensan que estoy con mi amiga Nancy Hattaway y que nos hemos marchado por la mañana temprano a pasar todo el día en el barco del padre de Teddy Bapst, su novio.",Piensan
"Era simplemente una bendición dirigida a Dios, a América, al sexo y a todas las prácticas que pueden derivar de él.",derivar
"Así que, una o dos semanas más tarde, le dije que ya no quería que pintase a Nola.",pintase
Hicimos nuestra última peregrinación entre los sacos y los rings.,Hicimos
"He diseccionado los informes de la policía de Aurora: no mencionan ni a Harry, ni a Stern, ni a ese Luther Caleb.",diseccionado
"—Bah, como ya le dije, Marcus, los jueces no son más que seres humanos.",jueces
"La calle principal tiene un cine —cuya programación sufre un continuo retraso respecto a la del resto del país—, algunas tiendas, una oficina de correos, una comisaría y un puñado de restaurantes, entre ellos el Clark’s, el histórico diner de la ciudad.",tiendas
"—En cuanto te marches, avisaré a los refuerzos, para que nadie sospeche.",marches
"Permanecía postrado en casa todo el día, ya no pintaba, ya no tenía proyectos.",postrado
—¿Y qué es lo que un joven neoyorquino con tan buena facha ha venido a hacer a Aurora?,facha
MARCUS GOLDMAN SE DISPONE A LEVANTAR EL VELO SOBRE EL CASO HARRY QUEBERT,DISPONE
"Por lo general, ella aceptaba un coito cada tres o cuatro meses, en su mayoría tras largas súplicas, pero hacía mucho tiempo que no le había dejado pasar la noche con ella.",aceptaba
"Y Pratt acepta: ¿qué probabilidad había, de otro modo, de que Caleb hubiese podido circular libremente hasta Massachusetts?",libremente
Bajé la guardia un instante y me propinó una serie de directos en lo alto del hombro derecho.,propinó
Va a ser muy aburrido.,aburrido
"Mi padre pasaba el mayor tiempo posible en su almacén, mi madre se las arreglaba para estar todo el día fuera.",arreglaba
Ha intentado suicidarse.,suicidarse
"Puede que haya un registro de parroquianos, algunos conocieron al reverendo Kellergan.",parroquianos
Está preocupado y debo confesarle que lo comprendo: no me gusta cuando los casos dan este tipo de giros.,confesarle
"A la vez, mi entrega y sacrificio merecieron la concesión de una placa a mi nombre en la vitrina de honor, donde ya destacaba mi camiseta de lacrosse.",merecieron
"Después, un verano, como suele pasar con las chicas en la pubertad, esa misma gente se dio cuenta de que Nola se había convertido en una hermosa jovencita, con maravillosas piernas, senos generosos y un rostro de ángel.",pubertad
Observaron un momento la magnitud de los daños y se echaron a reír.,Observaron
Espero que nos volvamos a ver.,volvamos
"Entre mi libro, la gira, el próximo libro…",gira
"Recordando ese día, Jay Caleb contó a su mujer: «Nola Kellergan es el nombre de la chica que ha sido secuestrada en Aurora.",Recordando
—¿Quiere decir que Harry estaba al corriente de los episodios psicóticos de Nola?,psicóticos
Asentí con la cabeza.,Asentí
"Miraba cómo sus trazos, que parecían caóticos al principio, formaban al final escenas de un realismo tremendo.",formaban
Pasaron tantas cosas aquel verano.,Pasaron
"Gritó, gritó con todas sus fuerzas para que los golpes cesaran.",cesaran
¡Menuda cara se le habría quedado! Me hubiese encargado de que le expulsaran al momento.,expulsaran
"Mayo de 2002, final del campeonato universitario de boxeo",Mayo
"Contó hasta veinte, lenta y severamente, después sacó del agua helada la cabeza de Nola, que dejó escapar un grito de pánico.",Contó
"—¡Gilipolleces! —exclamó Roth, que tendía a volverse grosero cuando se le llevaba la contraria.",Gilipolleces
Ir a una gran universidad era arriesgarme a perder mi etiqueta de «Formidable».,arriesgarme
"Benjamin Roth, su abogado, estaba a su lado.",Benjamin
"Lo he pensado y creo que podría ocuparme de usted, aquí.",ocuparme
Había contratado a un camarero con referencias para que sirviese refrescos y vino italiano.,referencias
"El día de la carrera todo Felton, así como la mitad de mi barrio, estaba presente para aclamarme.",aclamarme
La agarró del brazo y la arrastró hasta su habitación.,arrastró
El informe policial concluyó que una vela que había quedado encendida seguramente había quemado las cortinas antes de que el incendio se propagase rápidamente al resto de la casa de madera.,propagase
Decidió entonces comenzar una nueva etapa.,comenzar
Y me puse a gritar de nuevo porque estaba donde había permanecido el cadáver de Nola.,permanecido
Se sobresaltó cuando Nola le llamó por su nombre.,sobresaltó
Esos fragmentos nunca deberían haberse publicado.,deberían
"A los diecinueve años decidió probar suerte como escritor de ficción con el cuento corto El Tigre, el cual sería reconocido con el Premio internacional para jóvenes autores francoparlantes.",Tigre
"En realidad, desde mi llegada al campus, tenía que enfrentarme a un duro competidor llamado Dominic Reinhartz, un estudiante de tercero, dotado de un excepcional talento para escribir y ante el que mi narrativa palidecía por completo.",Dominic
"Gahalowood no me tomaba en serio, pero, en cambio, la actitud de Travis Dawn, al que fui a ver poco después a la comisaría de Aurora para enseñarle el mensaje anónimo que había descubierto la noche anterior, fue muy distinta.",anónimo
"Se distrae a menudo, como todos los niños.",distrae
"Una filtración desde la policía permitió la difusión de imágenes del cuadro encontrado en casa de Elijah Stern, dejando vía libre a las especulaciones más disparatadas: todo el mundo se preguntaba por qué Stern, hombre poderoso y respetado, había avalado las sesiones de pintura con una chica de quince años desnuda.",especulaciones
Empezaron a preguntarse si el fiscal no habría querido dar un monumental golpe publicitario deteniendo a Harry y lanzándolo como carnaza a la opinión pública.,Empezaron
"De pronto, le pareció oír un ruido; quiso alejarse pero tropezó con los cubos metálicos de basura, que se volcaron con gran estrépito.",tropezó
"• Verano de 1975, Nola vive una historia de amor con Harry Quebert, que le inspirará para escribir Los orígenes del mal.",Verano
"Yo tenía sólo treinta años y con esa novela, la segunda de mi carrera, me había convertido en el escritor más de moda del país.",carrera
"Al día siguiente, Aurora era un nido de agitación: ¿con quién iría Harry Quebert a Martha’s Vineyard?",nido
Pero este asunto no afectaba en nada a lo que sentía por él.,afectaba
"Tumbados sobre la cálida arena, en su cala, al abrigo del mundo, no pensaban más que en ellos y en la felicidad de estar juntos.",Tumbados
"Pero usted, usted parece estar ante todo obsesionado por la necesidad de exculpar a Quebert del asesinato de Nola, como si quisiera decir al resto del país: ya ven que es inocente, ¿qué podemos reprochar a este buen escritor?",reprochar
"—No me lo agradezca, es la pura verdad.",agradezca
"Durante ese mismo año, solamente en Estados Unidos, habían nacido un millón de niños, habían muerto un millón de personas, más de diez mil habían recibido un disparo, medio millón habían caído en la droga, un millón se habían hecho ricas, diecisiete millones habían cambiado de teléfono móvil, cincuenta mil habían fallecido en accidente de coche y, en las mismas circunstancias, dos millones habían sido heridas de mayor o menor gravedad.",ricas
