word,count,example_sentence,translation
vendaría,1,"Le {{c1::vendaría}} los ojos, la guiaría hasta las matas de rosal y le quitaría el pañuelo frente a las plantas, para que sus mil colores explotaran ante ella como fuegos artificiales.",
guiaría,1,"Le vendaría los ojos, la {{c1::guiaría}} hasta las matas de rosal y le quitaría el pañuelo frente a las plantas, para que sus mil colores explotaran ante ella como fuegos artificiales.",
rosal,1,"Le vendaría los ojos, la guiaría hasta las matas de {{c1::rosal}} y le quitaría el pañuelo frente a las plantas, para que sus mil colores explotaran ante ella como fuegos artificiales.",
quitaría,1,"Le vendaría los ojos, la guiaría hasta las matas de rosal y le {{c1::quitaría}} el pañuelo frente a las plantas, para que sus mil colores explotaran ante ella como fuegos artificiales.",
pañuelo,1,"Le vendaría los ojos, la guiaría hasta las matas de rosal y le quitaría el {{c1::pañuelo}} frente a las plantas, para que sus mil colores explotaran ante ella como fuegos artificiales.",
explotaran,1,"Le vendaría los ojos, la guiaría hasta las matas de rosal y le quitaría el pañuelo frente a las plantas, para que sus mil colores {{c1::explotaran}} ante ella como fuegos artificiales.",
comerían,1,Después {{c1::comerían}} a la orilla del lago.,
proponérselo,1,Pero nunca había tenido valor para {{c1::proponérselo}}.,
reparando,1,"A pesar del buen tiempo, el reverendo se había pasado toda la tarde encerrado en el garaje, {{c1::reparando}} una vieja Harley-Davidson que esperaba poder conducir algún día.",
tocaba,1,"17.30 horas A medida que el día {{c1::tocaba}} a su fin, las calles del centro se iban vaciando poco a poco, mientras en los barrios residenciales los niños volvían a casa para la hora de la cena y en los porches no quedaban más que sillones vacíos y periódicos abandonados.",
regresaban,1,"El jefe de policía Gareth Pratt, que estaba de permiso, y su mujer Amy {{c1::regresaban}} tras haber pasado parte de la jornada visitando a unos amigos fuera de la ciudad.",
hermanos,1,"En ese mismo instante, la familia Hattaway —es decir, Nancy, sus dos {{c1::hermanos}} y sus padres— llegaba a su casa, en Terrace Avenue, después de llevar toda la tarde en la playa de Grand Beach.",
Figura,1,"{{c1::Figura}} en el informe policial que la señora Hattaway, la madre de Nancy, notó que se escuchaba música a un volumen muy alto en casa de los Kellergan.",
celebrarían,1,"En cuanto Nola llegara, {{c1::celebrarían}} su reencuentro y se marcharían enseguida.",
reencuentro,1,"En cuanto Nola llegara, celebrarían su {{c1::reencuentro}} y se marcharían enseguida.",
Llegarían,1,{{c1::Llegarían}} a Canadá a las nueve.,
Estarían,1,{{c1::Estarían}} bien juntos.,
pelado,1,"Tras haber {{c1::pelado}} y cortado la fruta, tiró algunos trozos por la ventana para los mapaches y esperó pegada al cristal para ver si venían.",
mapaches,1,"Tras haber pelado y cortado la fruta, tiró algunos trozos por la ventana para los {{c1::mapaches}} y esperó pegada al cristal para ver si venían.",
desaparecieran,1,"Fue entonces cuando le pareció distinguir una silueta que corría a través de las hileras de árboles; al prestar más atención, tuvo tiempo de distinguir a una joven con un vestido rojo perseguida por un hombre, antes de que {{c1::desaparecieran}} en la espesura.",
veintisiete,1,Duró {{c1::veintisiete}} segundos.,
dense,1,"Gracias, ¡{{c1::dense}} prisa!",
engañado,1,"Pensó que su vista la habría {{c1::engañado}}, pero ante la duda, era mejor que la policía viniese a inspeccionar los alrededores.",
informarse,1,"Tras {{c1::informarse}} rápidamente de la situación, el oficial Dawn procedió a un primer registro del bosque.",
procedió,1,"Tras informarse rápidamente de la situación, el oficial Dawn {{c1::procedió}} a un primer registro del bosque.",
jirón,1,A unas decenas de metros hacia el interior encontró un {{c1::jirón}} de tela roja.,
Consideró,1,"{{c1::Consideró}} la posibilidad de que la situación fuese grave y decidió avisar inmediatamente al jefe Pratt, aunque estuviera de permiso.",
tratara,1,19.00 horas Al jefe Pratt el asunto le pareció lo suficientemente serio como para ir a comprobarlo personalmente: Travis Dawn no le habría molestado en su casa si no se {{c1::tratara}} de una situación excepcional.,
recomendó,1,"A su llegada a Side Creek Lane {{c1::recomendó}} a Deborah Cooper que se encerrara en casa, mientras él y Travis se marchaban para proceder a un registro más detallado del bosque.",
encerrara,1,"A su llegada a Side Creek Lane recomendó a Deborah Cooper que se {{c1::encerrara}} en casa, mientras él y Travis se marchaban para proceder a un registro más detallado del bosque.",
detallado,1,"A su llegada a Side Creek Lane recomendó a Deborah Cooper que se encerrara en casa, mientras él y Travis se marchaban para proceder a un registro más {{c1::detallado}} del bosque.",
Tomaron,1,"{{c1::Tomaron}} el camino que bordeaba el océano, en la dirección que parecía haber seguido la joven del vestido rojo.",
rastros,1,"Según el informe policial, tras haber caminado una milla larga, los dos policías descubrieron {{c1::rastros}} de sangre y cabellos rubios en una parte más bien despejada del bosque, cercana a la orilla del mar.",
despejada,1,"Según el informe policial, tras haber caminado una milla larga, los dos policías descubrieron rastros de sangre y cabellos rubios en una parte más bien {{c1::despejada}} del bosque, cercana a la orilla del mar.",
maleza,1,"Hacía un buen rato que estos habían desaparecido por el sendero cuando de pronto vio surgir de entre la {{c1::maleza}} a una joven con el vestido desgarrado y el rostro lleno de sangre, que llegaba pidiendo ayuda y se precipitaba hacia la casa.",
desgarrado,1,"Hacía un buen rato que estos habían desaparecido por el sendero cuando de pronto vio surgir de entre la maleza a una joven con el vestido {{c1::desgarrado}} y el rostro lleno de sangre, que llegaba pidiendo ayuda y se precipitaba hacia la casa.",
precipitaba,1,"Hacía un buen rato que estos habían desaparecido por el sendero cuando de pronto vio surgir de entre la maleza a una joven con el vestido desgarrado y el rostro lleno de sangre, que llegaba pidiendo ayuda y se {{c1::precipitaba}} hacia la casa.",
acogerla,1,"Deborah Cooper, presa del pánico, abrió el cerrojo de la puerta de la cocina para {{c1::acogerla}} y corrió hasta el salón para llamar de nuevo a la policía.",
Voz,1,({{c1::Voz}} asustada).,
perseguían,1,"Soy Deborah Cooper, he… he llamado antes para… para indicar que {{c1::perseguían}} a una chica en el bosque, y ahora ¡está aquí!",
deflagración,1,Los dos policías estaban inspeccionando los restos de sangre cuando oyeron el estruendo de la {{c1::deflagración}} procedente de la casa.,
juzgando,1,"En ese momento el operador de la centralita de policía, al no conseguir contactar ni con el agente Travis Dawn ni con el jefe Pratt en su radio patrulla, y {{c1::juzgando}} que la situación era preocupante, decidió dar la alerta general a la oficina del sheriff y a la de la policía estatal, y enviar las unidades disponibles a Side Creek Lane.",
preocupante,1,"En ese momento el operador de la centralita de policía, al no conseguir contactar ni con el agente Travis Dawn ni con el jefe Pratt en su radio patrulla, y juzgando que la situación era {{c1::preocupante}}, decidió dar la alerta general a la oficina del sheriff y a la de la policía estatal, y enviar las unidades disponibles a Side Creek Lane.",
infructuoso,1,"Tras un registro rápido e {{c1::infructuoso}} de la planta baja, el jefe Pratt corrió hasta su coche para prevenir a la central y pedir refuerzos.",
prevenir,1,"Tras un registro rápido e infructuoso de la planta baja, el jefe Pratt corrió hasta su coche para {{c1::prevenir}} a la central y pedir refuerzos.",
Envíen,1,"{{c1::Envíen}} urgentemente refuerzos a Side Creek Lane, en el cruce con la federal 1.",
informándonos,1,"Jefe Pratt, ya hemos recibido una llamada de auxilio de una tal señora Deborah Cooper, en Side Creek Lane, hace siete minutos, {{c1::informándonos}} de que una joven había encontrado refugio en su casa.",
relacionados,1,¿Están {{c1::relacionados}} los dos asuntos?,
produciendo,1,"Apenas había tenido tiempo de avisar a Travis de la situación y de pedirle que volviese a registrar la casa cuando la radio se puso de nuevo en marcha: se estaba {{c1::produciendo}} una persecución en la federal 1, a unos cientos de metros de allí, entre un coche de la oficina del sheriff y un vehículo sospechoso, que había sido sorprendido en la linde del bosque.",
cientos,1,"Apenas había tenido tiempo de avisar a Travis de la situación y de pedirle que volviese a registrar la casa cuando la radio se puso de nuevo en marcha: se estaba produciendo una persecución en la federal 1, a unos {{c1::cientos}} de metros de allí, entre un coche de la oficina del sheriff y un vehículo sospechoso, que había sido sorprendido en la linde del bosque.",
matrícula,1,"El ayudante del sheriff, Paul Summond, el primero de los refuerzos en camino, acababa de cruzarse por casualidad con un Chevrolet Monte Carlo negro con {{c1::matrícula}} ilegible que salía del sotobosque y huía a toda velocidad a pesar de sus advertencias.",
ilegible,1,"El ayudante del sheriff, Paul Summond, el primero de los refuerzos en camino, acababa de cruzarse por casualidad con un Chevrolet Monte Carlo negro con matrícula {{c1::ilegible}} que salía del sotobosque y huía a toda velocidad a pesar de sus advertencias.",
sotobosque,1,"El ayudante del sheriff, Paul Summond, el primero de los refuerzos en camino, acababa de cruzarse por casualidad con un Chevrolet Monte Carlo negro con matrícula ilegible que salía del {{c1::sotobosque}} y huía a toda velocidad a pesar de sus advertencias.",
Marchaba,1,{{c1::Marchaba}} en dirección norte.,
Tomó,1,{{c1::Tomó}} una pista forestal paralela a la 1 para poder cortar más adelante el camino al fugitivo; alcanzó la carretera principal a tres millas de Side Creek Lane y le faltó poco para interceptar al Chevrolet negro.,
paralela,1,Tomó una pista forestal {{c1::paralela}} a la 1 para poder cortar más adelante el camino al fugitivo; alcanzó la carretera principal a tres millas de Side Creek Lane y le faltó poco para interceptar al Chevrolet negro.,
cortar,1,Tomó una pista forestal paralela a la 1 para poder {{c1::cortar}} más adelante el camino al fugitivo; alcanzó la carretera principal a tres millas de Side Creek Lane y le faltó poco para interceptar al Chevrolet negro.,
fugitivo,1,Tomó una pista forestal paralela a la 1 para poder cortar más adelante el camino al {{c1::fugitivo}}; alcanzó la carretera principal a tres millas de Side Creek Lane y le faltó poco para interceptar al Chevrolet negro.,
cortasen,1,"El jefe Pratt lanzó un aviso por radio a todas las unidades disponibles para que {{c1::cortasen}} la carretera, y pidió el envío de un helicóptero.",
perdiéndolo,1,"Por su radio patrulla, Pratt gritaba que estaban {{c1::perdiéndolo}}.",
colisionar,1,"Al llegar a una intersección, el Chevrolet estuvo a punto de {{c1::colisionar}} con un vehículo que venía en sentido inverso, y que quedó inmovilizado en medio de la carretera.",
inmovilizado,1,"Al llegar a una intersección, el Chevrolet estuvo a punto de colisionar con un vehículo que venía en sentido inverso, y que quedó {{c1::inmovilizado}} en medio de la carretera.",
choque,1,"Pratt consiguió evitar el obstáculo pasando por la hierba del arcén, pero Summond, que iba justo detrás de él, no pudo eludir el {{c1::choque}}, afortunadamente sin gravedad.",
afortunadamente,1,"Pratt consiguió evitar el obstáculo pasando por la hierba del arcén, pero Summond, que iba justo detrás de él, no pudo eludir el choque, {{c1::afortunadamente}} sin gravedad.",
alejara,1,"Perdió por un instante el contacto visual con el coche, pero volvió a verlo enseguida en la carretera de Montburry, antes de que se {{c1::alejara}} definitivamente.",
cerraran,1,"Pidió inmediatamente que se {{c1::cerraran}} todas las carreteras, un registro general de toda la zona y la llegada de la policía estatal.",
inmediaciones,1,"En Side Creek Lane, Travis Dawn era categórico: no había la menor huella de la joven del vestido rojo, ni en la casa ni en las {{c1::inmediaciones}}.",
confirmando,1,"A las veinte horas veinticinco, el jefe Pratt envió un nuevo mensaje de alerta general {{c1::confirmando}} la desaparición de Nola Kellergan, quince años, vista por última vez una hora antes en Side Creek Lane.",
emisión,1,"Pidió la {{c1::emisión}} de un aviso de búsqueda de una mujer joven, blanca, 5,2 pies de altura, cien libras, cabello rubio largo, ojos verdes, con un vestido rojo, que llevaba un collar de oro con su nombre grabado.",
desplegaron,1,"Equipos de la brigada científica se {{c1::desplegaron}} también en casa de Deborah Cooper y en el bosque, donde se habían encontrado las huellas de sangre.",
potentes,1,"Se instalaron {{c1::potentes}} faros halógenos para iluminar la zona; se encontraron mechones de pelo rubio arrancados, trozos de diente y jirones de tela roja.",
halógenos,1,"Se instalaron potentes faros {{c1::halógenos}} para iluminar la zona; se encontraron mechones de pelo rubio arrancados, trozos de diente y jirones de tela roja.",
diente,1,"Se instalaron potentes faros halógenos para iluminar la zona; se encontraron mechones de pelo rubio arrancados, trozos de {{c1::diente}} y jirones de tela roja.",
observando,1,"Rodik y Pratt, {{c1::observando}} la escena de lejos, hicieron balance de la situación.",
carnicería,1,Parece que ha sido una auténtica {{c1::carnicería}} —dijo Pratt.,
cortadas,1,"No obstante, todas las carreteras están {{c1::cortadas}} en todas las direcciones posibles.",
resignación,1,"Cuando los agentes descubrieron restos de sangre que iban desde la casa de Deborah Cooper hasta el lugar donde había sido descubierto el Chevrolet negro, Rodik hizo una mueca de {{c1::resignación}}.",
agüero,1,"No me gusta ser pájaro de mal {{c1::agüero}} —dijo—, pero o se ha arrastrado hasta alguna parte para morir, o ha acabado en el maletero de ese coche.",
flotaba,1,"A las veintiuna horas cuarenta y cinco, cuando el día ya no era más que un halo que {{c1::flotaba}} por encima del horizonte, Rodik pidió a Pratt que interrumpiera la búsqueda durante la noche.",
interrumpiera,1,"A las veintiuna horas cuarenta y cinco, cuando el día ya no era más que un halo que flotaba por encima del horizonte, Rodik pidió a Pratt que {{c1::interrumpiera}} la búsqueda durante la noche.",
Interrumpir,1,¿{{c1::Interrumpir}} la búsqueda?,
encontrarán,1,"Los chicos pasarán toda la noche buscándola si es necesario, pero si está ahí, la {{c1::encontrarán}}.",
